CT,DICE_panc,DICE_kidn,DICE_livr,CONF_panc,CONF_kidn,CONF_livr,Entropy_GT,Entropy_Pred,Hausdorff_1,Hausdorff_2,Hausdorff_3,ECE_1,ECE_2,ECE_3,ACE_1,ACE_2,ACE_3,AUROC_panc,AUROC_kidn,AUROC_livr,AURC_panc,AURC_kidn,AURC_livr,EAURC_panc,EAURC_kidn,EAURC_livr,CRPS_panc,CRPS_kidn,CRPS_livr,NCC_GT1-2,NCC_GT1-3,NCC_GT2-3,NCC_mean,Patient_ID
anno1_init778899_foldall,0.6126564741134644,0.909710168838501,0.9536813497543336,0.8477737844586954,0.9645371294609504,0.9796467572450638,0.2942089021609763,0.2793248531603184,33.25657829663178,32.58834147360065,33.25657829663178,0.0032954306807368,0.0033231656998395,0.0037223324179649,0.0971820207544388,0.0798719087832863,0.1041764162989106,0.6110485686675944,0.8509045502214058,0.935843688772342,0.0811098184275104,0.1163476173208866,0.0279370486317247,0.0788879563685445,0.1144265829234826,0.0277778293786504,21758.22709942832,6426.5746007779135,28561.84591731954,0.9824305299321552,0.9945333983663512,0.9790538363413964,0.9853392548799677,UKCHLL005
anno2_init445566_foldall,0.6809927225112915,0.8573727011680603,0.94646155834198,0.8718990587367443,0.9511729549922164,0.984169980220031,0.2942089021609763,0.2850532178143483,27.51363298439521,28.0,27.51363298439521,0.0040395557880401,0.003817640710622,0.0042993230745196,0.1061697044338952,0.0946011306487404,0.1103176998965166,0.5207101343906454,0.7342989546062743,0.9295484243742024,0.0655230428199366,0.0872102913082222,0.0279368407488576,0.0633047489556278,0.0852677024479607,0.0277787110194328,21758.22709942832,6426.5746007779135,12491.58929046482,0.9824305299321552,0.9945333983663512,0.9790538363413964,0.9853392548799677,UKCHLL005
anno3_init778899_foldall,0.5489737391471863,0.9142091274261476,0.9552369713783264,0.8411354724521516,0.9697098600881872,0.9828156582079828,0.2942089021609763,0.285037836778176,35.05709628591621,40.11234224026316,35.05709628591621,0.0036650274414569,0.0032480848021805,0.0039806347340345,0.0705007597775006,0.0825309782893241,0.0831132857590501,0.6509001953485921,0.7692133564899014,0.9282743524072318,0.0889616114220866,0.1024232517156219,0.0287071408986034,0.0867345827362031,0.1004952849440417,0.0285437011999827,21758.22709942832,6426.5746007779135,13521.053213237938,0.9824305299321552,0.9945333983663512,0.9790538363413964,0.9853392548799677,UKCHLL005
anno1_init445566_foldall,0.6743113994598389,0.9116939902305604,0.9554111957550048,0.8525693321716972,0.9617279197736934,0.9846943327866028,0.2942089021609763,0.2808961695545555,22.869193252058544,25.942243542145693,22.869193252058544,0.0028380509465932,0.0029959429521113,0.0032415725290775,0.083926786036099,0.0849609572883849,0.0762891409032646,0.4974933408424568,0.6650326329288553,0.9180864505214996,0.0597663266707754,0.0763794332309145,0.0246369378064285,0.0575453960425473,0.0744548639512882,0.0244883388916837,21758.22709942832,6426.5746007779135,28561.84591731954,0.9824305299321552,0.9945333983663512,0.9790538363413964,0.9853392548799677,UKCHLL005
anno3_init112233_foldall,0.7201844453811646,0.9039506316184998,0.9351338148117064,0.8685925779427635,0.962024379579816,0.9737422693287954,0.2942089021609763,0.2854140234457309,327.458394303765,326.9082440073973,327.52709811556053,0.0044508087448775,0.0039692898280918,0.0047654928639531,0.0895720971973774,0.0838745400363446,0.0926969866881908,0.4393514236237871,0.5833131455467501,0.9218016866826374,0.0516114697073587,0.0629457410146804,0.028577615480678,0.0493787754608566,0.0610098613164602,0.0283870481441265,21758.22709942832,6426.5746007779135,28561.84591731954,0.9824305299321552,0.9945333983663512,0.9790538363413964,0.9853392548799677,UKCHLL005
anno2_init778899_foldall,0.5830978751182556,0.8260223269462585,0.9402138590812684,0.8680975044553634,0.9337346147294738,0.9857318525901064,0.2942089021609763,0.285035612475309,59.1100668245266,58.9406481131655,59.28743543112655,0.0042768637649714,0.0041611748747527,0.0044868062250316,0.0659736782541847,0.0662192143307401,0.0703379906998489,0.5254375861626325,0.774901216934653,0.9030301796804916,0.0618091501649141,0.1014562631651484,0.0221148822102004,0.0595938634536321,0.0994978507100769,0.021937194623174,21758.22709942832,6426.5746007779135,27828.896238614965,0.9824305299321552,0.9945333983663512,0.9790538363413964,0.9853392548799677,UKCHLL005
ensemble_anno3,0.8554044961929321,0.9858792424201964,0.9891003966331482,0.9753902952579664,0.9975999411253724,0.9908715551428032,0.247972499109629,0.2507374386454293,42.30839160261236,42.20189569201838,44.45222154178574,0.0030594593845307,0.0007726628100499,0.0011158179258927,0.1364437277478691,0.1100343123851769,0.1051154284902955,0.4894786269828833,0.636013449901301,0.8973113273802065,0.0401569506382665,0.04740789368692,0.0184886210934129,0.0387671725232685,0.046334457672053,0.0183646886821255,1074.0424224256617,23513.18912662289,12950.200775556408,0.9654110524095454,0.9642196519909358,0.9708669348270964,0.9668325464091926,UKCHLL007
ensemble_anno2,0.9342957735061646,0.9864489436149596,0.990153968334198,0.9877856763559976,0.9949538592045428,0.9940229235216976,0.247972499109629,0.2515201635674309,30.870698080866266,30.380915061926625,32.449961479175904,0.0025830501690506,0.0002866356808226,0.0008604285540059,0.0552973145802144,0.0118830644589422,0.01884617416658,0.4789163712869964,0.7007625322971393,0.890961366696609,0.0407657332045189,0.0565202571994466,0.0161396088471293,0.0393762264081952,0.0554631343802279,0.0160117515253869,3209.304423456153,6586.337030334665,30670.413809683607,0.9654110524095454,0.9642196519909358,0.9708669348270964,0.9668325464091926,UKCHLL007
ensemble_anno1,0.8969272971153259,0.9883109927177428,0.9903753995895386,0.9813284667961852,0.9930625211818552,0.9918626840808428,0.247972499109629,0.2454603840567008,35.22782990761707,34.77067730142742,37.01351104664349,0.0021939727012068,0.0006444749888032,0.0028491278644651,0.0760439888229799,0.0229015102606941,0.088839371561822,0.5839065847999183,0.7739539322340214,0.9011144294337308,0.0515696226792673,0.0697450822383577,0.0202241844004738,0.0501855603764127,0.0686932345789674,0.0201046910842079,2334.466585806425,6480.161717899238,15461.825708004191,0.9654110524095454,0.9642196519909358,0.9708669348270964,0.9668325464091926,UKCHLL007
ensemble_all,0.8984639644622803,0.9886149168014526,0.99046391248703,0.9815016584252588,0.9952055503235896,0.992252496740548,0.247972499109629,0.2490757333276394,39.71145930332956,39.736632972611055,41.77319714841085,0.0023193005472421,0.0005236688884906,0.0011958724353462,0.0596830688614174,0.016675488823936,0.0401056797856461,0.4955973911427873,0.6878098871834819,0.8909292761391775,0.0411537522861804,0.0521038942155738,0.0169932975965367,0.0397659229512351,0.0510429339689345,0.016868039800741,1000.5818330345136,7587.9879221006195,12950.200775556408,0.9654110524095454,0.9642196519909358,0.9708669348270964,0.9668325464091926,UKCHLL007
anno1_init112233_foldall,0.9198510646820068,0.9886997938156128,0.9902050495147704,0.9820091486963064,0.9936057047925716,0.991793246132147,0.247972499109629,0.2454525036187792,31.304951684997057,30.822070014844883,32.89376840679705,0.001995681785047,0.0006898025749251,0.0027408646419644,0.0818458911330974,0.0323670529033937,0.1154240916996557,0.6217220061249964,0.7224314775848112,0.8869965914378084,0.0563908284189661,0.0638467835125733,0.0178834924680431,0.0550069992705751,0.0627956761266227,0.0177640604670716,2042.102245542832,6280.799762754381,16647.52521560373,0.9654110524095454,0.9642196519909358,0.9708669348270964,0.9668325464091926,UKCHLL007
anno2_init445566_foldall,0.9462258219718932,0.9857119917869568,0.989942729473114,0.994656846858561,0.9972517618371056,0.9946474130265416,0.247972499109629,0.2518392826156193,29.546573405388315,31.304951684997057,31.464265445104548,0.0036266006063669,0.0015116626163944,0.002312239492312,0.1294933787390714,0.0651403019431101,0.0820609930834246,0.5264029485453354,0.7016855799678566,0.911701817728348,0.0459499037343008,0.0553787870696357,0.0200757118557759,0.0445591780885424,0.0543224070895179,0.0199618874481592,7228.255091874237,8848.893527455053,14181.247936833814,0.9654110524095454,0.9642196519909358,0.9708669348270964,0.9668325464091926,UKCHLL007
anno3_init778899_foldall,0.8337940573692322,0.986923336982727,0.9894697070121764,0.9757206770955236,0.9978887113320524,0.9924406238715164,0.247972499109629,0.2507152732643526,39.82461550347976,40.162171256046406,41.98809355043403,0.0034792725928127,0.0005605367477983,0.0015128209488466,0.1244497853576071,0.0564659680429475,0.0794969711376967,0.6666001137369023,0.752784844410509,0.8869507745722967,0.0634823886140431,0.0681873277155517,0.0178039379846278,0.0620936816626057,0.0671316435908637,0.0176859005608407,1085.7995459513031,10971.643701360808,13523.38610474971,0.9654110524095454,0.9642196519909358,0.9708669348270964,0.9668325464091926,UKCHLL007
anno1_init778899_foldall,0.8823627829551697,0.9883230328559875,0.9887290596961976,0.981479040465274,0.9930044026332324,0.9922282596526202,0.247972499109629,0.2455563086890169,30.93541659651604,30.331501776206203,32.17141588429082,0.0021857309620827,0.0008483431884087,0.0027926841285079,0.0849813260687962,0.0314617722755159,0.113354968641651,0.6506878026698688,0.8655804002230139,0.9304510280986512,0.0616505981040857,0.0871117586279669,0.024020826939178,0.0602657098186711,0.0860597874961302,0.0239017453113173,2163.747717987361,6480.161717899238,15187.575990290765,0.9654110524095454,0.9642196519909358,0.9708669348270964,0.9668325464091926,UKCHLL007
anno3_init112233_foldall,0.8522937893867493,0.9821372628211976,0.9867322444915771,0.9709697185971892,0.9970562486560084,0.9880945228796918,0.247972499109629,0.254042008305425,307.7287766849243,306.8370903264467,306.6757245039131,0.0045727426186203,0.0023391442373394,0.002954427152872,0.1627454721278696,0.1232472762416837,0.1165869230967451,0.3976955040969769,0.5890149166282349,0.8877569474182427,0.0322398743396759,0.0460009540040512,0.0177847483913297,0.0308477417494443,0.0448927131109786,0.0176518596175088,1315.1655798851243,55990.27043762656,11750.60855276855,0.9654110524095454,0.9642196519909358,0.9708669348270964,0.9668325464091926,UKCHLL007
anno2_init778899_foldall,0.8720626831054688,0.974054992198944,0.986652135848999,0.9769746107704124,0.9905676463677082,0.9926620685728268,0.247972499109629,0.2522908741532118,110.24064586167844,109.16959283610066,108.33743581975716,0.0027068988420069,0.0006683014798909,0.00081272656098,0.0714230798717576,0.0399965757639511,0.0234647983860063,0.479329031231804,0.7448813912869922,0.8833036529787961,0.0401574148625639,0.0631552051797569,0.0171406325569897,0.0387677246214627,0.0620961797623875,0.0169892665224337,1007.1623037805967,5291.261216677472,84295.46594782248,0.9654110524095454,0.9642196519909358,0.9708669348270964,0.9668325464091926,UKCHLL007
anno3_init445566_foldall,0.9014236927032472,0.9865300059318542,0.988215982913971,0.9794806690006226,0.9978541832970222,0.9920794595964252,0.247972499109629,0.2510988281397258,41.82104733265297,41.78516483155236,43.94314508543966,0.0034242440015077,0.0006400881684385,0.0012116265716031,0.1150723449111273,0.0433568141508216,0.0637485803510105,0.6153331697854332,0.7416820872449751,0.9347789942983576,0.0564485721571939,0.062973306738578,0.0234498312378518,0.0550602336988496,0.0619179189477614,0.023331622556178,1004.0919453611846,10554.234412932325,14419.105408760215,0.9654110524095454,0.9642196519909358,0.9708669348270964,0.9668325464091926,UKCHLL007
anno1_init445566_foldall,0.8870819211006165,0.9875249862670898,0.9912319779396056,0.9804969730776064,0.992577456185245,0.9915667547174962,0.247972499109629,0.2454232265217769,41.04875150354759,40.91454509095757,43.15089802078283,0.0021667885594069,0.0006524217897094,0.002640594728291,0.0891068047797287,0.0270242635103147,0.1052713230103599,0.5370891591865201,0.7009737535960311,0.8958032276821463,0.0453770573734899,0.0556645471337918,0.0197900696448368,0.0439936680756449,0.0546121108155045,0.0196709054948881,2899.941142017874,6811.5462408168005,14419.105408760215,0.9654110524095454,0.9642196519909358,0.9708669348270964,0.9668325464091926,UKCHLL007
anno2_init112233_foldall,0.926750421524048,0.9867684841156006,0.9902811646461488,0.9917261971349944,0.9970435407813056,0.9947585394547788,0.247972499109629,0.2514133837234276,28.635642126552707,28.442925306655784,30.23243291566195,0.0036227640230208,0.0013964880490675,0.0020609172061085,0.1295924151700032,0.0607762907138734,0.0769996916192157,0.549256494486632,0.7011011291622502,0.9122775257302572,0.0508378655205602,0.0571730246509397,0.0210405593511848,0.049449893791417,0.0561171762437566,0.0209276494414403,3478.900507345618,8031.3767675096,15187.575990290685,0.9654110524095454,0.9642196519909358,0.9708669348270964,0.9668325464091926,UKCHLL007
ensemble_anno3,0.6727076172828674,0.9811374545097352,0.978568196296692,0.7919702494182275,0.9901478090905584,0.9884471442783253,0.2227950297377256,0.2212695535129147,40.718546143004666,39.82461550347976,43.04648650006177,0.0021667401306331,0.0019565147813409,0.0022071835119277,0.0729285457239017,0.0825216355493427,0.0858470225170022,0.5290443224134804,0.7675615776857477,0.9103988018702416,0.0448456010465093,0.0618252072227125,0.012902263399591,0.043639574391556,0.0608890510827426,0.0128315905613152,3273.1750023648483,18609.179183635,22850.35706304149,0.9801195716542442,0.9775892213390148,0.9912904176226028,0.982999736871954,UKCHLL008
ensemble_all,0.681168258190155,0.979165494441986,0.9796778559684752,0.8114922220556764,0.9885899879591308,0.9897029911808204,0.2227950297377256,0.2202753473890948,41.352146256270665,40.422765862815474,44.68780594300866,0.001286648097448,0.0011563643347471,0.0014428807189688,0.0347321101748251,0.0305628151338824,0.0402310100885005,0.5363318979158489,0.8067570988740511,0.9021745519429858,0.0467246755187316,0.0647054775756176,0.0119674948321653,0.0455183557475192,0.0637914230850548,0.011899042344717,2167.320741592568,5343.742851211268,27097.404725467437,0.9801195716542442,0.9775892213390148,0.9912904176226028,0.982999736871954,UKCHLL008
ensemble_anno1,0.5500774383544922,0.9674803018569946,0.9709144830703736,0.7777596925807302,0.9824793440129724,0.9886430065380408,0.2227950297377256,0.2167086093959014,39.4715087119811,38.52272056851645,44.58699361921591,0.0019746620673686,0.002328663598746,0.0026109488680958,0.063231339405811,0.0707595309573437,0.0812026612509177,0.6254519049739629,0.8708713792669667,0.914657226399826,0.0606781242032369,0.0841866206359139,0.0144287754797091,0.0594754540067059,0.0832817292201035,0.0143632164111372,7436.477109587152,18609.179183635,49769.091742822,0.9801195716542442,0.9775892213390148,0.9912904176226028,0.982999736871954,UKCHLL008
ensemble_anno2,0.7639567852020264,0.981319546699524,0.9829370975494384,0.8647468735871371,0.9931432930316078,0.9920170338155004,0.2227950297377256,0.2234767524511841,44.955533585978046,44.12482294582042,49.61854492022111,0.0021209225524216,0.0016229803441092,0.002190473023802,0.0816257063314239,0.0673061080731943,0.0797240231830946,0.5375465892448791,0.8106228548037574,0.899880636103311,0.049392730720229,0.0709215866641429,0.010412437152328,0.0481826582097917,0.0700211256496525,0.0103464817586249,6674.554964504575,1581.70635347526,11995.702239521555,0.9801195716542442,0.9775892213390148,0.9912904176226028,0.982999736871954,UKCHLL008
